ADM_RATE,AGE_ENTRY,AVGFACSAL,CITY,CONTROL,COSTT4_A,ENDOWBEGIN,FEMALE,FIRST_GEN,GRAD_DEBT_MDN,HBCU,HSI,ICLEVEL,INSTNM,INSTURL,MD_EARN_WNE_P10,NANTI,OPEID,PCIP13,PCIP14,PCIP27,PCIP52,PCT_ASIAN,PCT_BLACK,PCT_HISPANIC,PCT_WHITE,PCTPELL,PFTFAC,PREDDEG,RELAFFIL,SAT_AVG,SCH_DEG,STABBR,UGDS,UGDS_MEN,UGDS_WOMEN,UGDS_2MOR,UGDS_AIAN,UGDS_ASIAN,UGDS_BLACK,UGDS_HISP,UGDS_NHPI,UGDS_NRA,UGDS_UNKN,UGDS_WHITE,LATITUDE,LONGITUDE,date
0.7045,21.941079658,9555,Dekalb,1,26275,75990238,0.534562212,0.3832968636,22162,0,0,1,Northern Illinois University,www.niu.edu/,55380,0,00173700,0.0747,0.073,0.0161,0.1914,3.47000002861023,12.289999961853,10.0900001525878,77.9000015258789,0.4284,0.727,3,NULL,NULL,3,IL,11819,0.471,0.529,0.0405,0.0015,0.0612,0.2033,0.22,0.0008,0.012,0.0032,0.4575,41.933869,-88.766428,2024-06-13
0.0697,20.452494062,18123,Evanston,2,81058,8484706000,0.5243467933,0.1515711645,15000,0,0,1,Northwestern University,www.northwestern.edu/,85796,0,00173900,0.0076,0.1423,0.0281,0.0428,6.05000019073486,9.15999984741211,9.85999965667724,78.0199966430664,0.1869,0.8198,3,NULL,1529,3,IL,8691,0.4662,0.5338,0.0669,0.0009,0.2029,0.0625,0.1381,0.0005,0.0998,0.0307,0.3979,42.050356,-87.679858,2024-06-13
0.6211,24.794679186,8739,Chicago,1,24339,12236422,0.6059467919,0.5086887836,14600,0,1,1,Northeastern Illinois University,www.neiu.edu/,50312,0,00169300,0.1076,0,0.0238,0.2405,7.48999977111816,17.1499996185302,25.2800006866455,58.9900016784668,0.4826,0.5419,3,NULL,NULL,3,IL,4547,0.4159,0.5841,0.0202,0.0018,0.0917,0.1064,0.4196,0.0024,0.0117,0.1203,0.2259,41.980399,-87.718983,2024-06-13
NULL,23.575958353,9894,Des Plaines,1,10771,NULL,0.5362044487,0.4335060449,5250,0,0,2,Oakton Community College,www.oakton.edu/,45626,0,00989600,0,0.0155,0,0.0612,13.2299995422363,7.38999986648559,10.8400001525878,71.8499984741211,0.1976,0.2517,1,NULL,NULL,2,IL,6862,0.4784,0.5216,0.0367,0.0013,0.2179,0.074,0.1912,0.0038,0,0.0437,0.4314,42.061893,-87.880644,2024-06-13
0.6055,22.803428571,7103,Bourbonnais,2,48838,45060582,0.6257142857,0.2768395657,25000,0,0,1,Olivet Nazarene University,https://www.olivet.edu/,50851,0,00174100,0.078,0.0669,0.0056,0.1504,1.76999998092651,11.6000003814697,6.13000011444091,82.1100006103515,0.3498,0.3842,3,59,1105,3,IL,2599,0.4275,0.5725,0.0396,0.0027,0.0231,0.0793,0.1301,0.005,0.0165,0.0131,0.6907,41.155237,-87.875165,2024-06-13
NULL,23.1552,8929,Champaign,1,13095,9358259,0.53728,0.3914616498,8548,0,0,2,Parkland College,https://www.parkland.edu/,38874,0,00711800,0.0012,0.0177,0,0.0584,3.44000005722045,14.6099996566772,4.09000015258789,78.120002746582,0.2699,0.4038,2,NULL,NULL,2,IL,3272,0.4939,0.5061,0.0568,0.0018,0.0361,0.1461,0.1018,0.0003,0.0189,0.0235,0.6146,40.131963,-88.290359,2024-06-13
NULL,24.732292045,8856,Chicago Heights,1,14147,2597029,0.6309480567,0.3925438596,11000,0,0,2,Prairie State College,prairiestate.edu/,35027,0,00164000,0,0,0,0.0138,0.94999998807907,43.2099990844726,8.26000022888183,49.6699981689453,0.3675,0.3766,2,NULL,NULL,1,IL,2306,0.3539,0.6461,0.023,0.0026,0.0104,0.5438,0.2216,0.0004,0.0165,0.0269,0.1548,41.525316,-87.638943,2024-06-13
0.8406,NULL,8112,Elsah,2,NULL,373804012,NULL,NULL,NULL,0,0,1,Principia College,www.principiacollege.edu/,NULL,0,00174400,0.1071,0.0238,0.0238,0.1548,NULL,NULL,NULL,NULL,0,1,3,NULL,1138,NULL,IL,318,0.5314,0.4686,0.022,0,0.0189,0.0283,0.0723,0.0031,0.239,0.044,0.5723,38.948835,-90.350285,2024-06-13
0.598,21.349845201,5875,Quincy,2,43004,16852525,0.5386996904,0.3300492611,24000,0,0,1,Quincy University,https://www.quincy.edu/,47879,0,00174500,0.0891,0,0.0149,0.2772,1.62000000476837,10.579999923706,4.84000015258789,84,0.293,0.5534,3,30,1162,3,IL,966,0.5062,0.4938,0.001,0,0.0093,0.119,0.0497,0,0.0466,0.0559,0.7184,39.938898,-91.385975,2024-06-13
NULL,23.51048951,6859,Ina,1,14722,5165184,0.5897435897,0.4306864065,5809,0,0,2,Rend Lake College,www.rlc.edu/,35169,0,00711900,0,0.0061,0,0.0202,0.40000000596046,5.21000003814697,1.41999995708465,92.6999969482422,0.2925,0.6818,1,NULL,NULL,1,IL,1211,0.4385,0.5615,0,0.0017,0.0074,0.0562,0.0198,0.0017,0,0.005,0.9083,38.131481,-88.918283,2024-06-13
NULL,25.477917981,7228,Decatur,1,10235,16583272,0.619873817,0.4907407407,8256,0,0,2,Richland Community College,https://www.richland.edu/,37735,0,01087900,0,0.0011,0,0.0529,0.52999997138977,12.3100004196167,1.14999997615814,85.1900024414062,0.3369,0.472,1,NULL,NULL,1,IL,1442,0.3239,0.6761,0.034,0.0007,0.0139,0.1935,0.0381,0.0014,0.0028,0.0069,0.7087,39.883887,-88.894125,2024-06-13
NULL,23.701111569,7834,Rockford,1,14489,6706345,0.598188555,0.4983017952,8500,0,0,2,Rock Valley College,www.rockvalleycollege.edu/,37576,0,00174700,0,0.0212,0,0.0123,1.55999994277954,11.0299997329711,7.73999977111816,81.6100006103515,0.2279,0.3515,2,NULL,NULL,2,IL,4636,0.4428,0.5572,0.0162,0.0054,0.0382,0.0977,0.2433,0.0013,0.003,0.0349,0.56,42.306174,-88.993544,2024-06-13
0.6678,22.71331058,6142,Rockford,2,43892,24830992,0.5699658703,0.4183864916,22274,0,0,1,Rockford University,www.rockford.edu/,52541,0,00174800,0.1339,0,0.0126,0.2008,1.97000002861022,10.2299995422363,9.22000026702881,81.3000030517578,0.4328,0.3763,3,NULL,1014,3,IL,956,0.4383,0.5617,0.0418,0.001,0.0167,0.1297,0.1914,0.001,0.0941,0.0649,0.4592,42.270639,-89.019536,2024-06-13
0.9229,23.781359495,8310,Chicago,2,45697,133050314,0.6615276804,0.3683794466,22000,0,1,1,Roosevelt University,www.roosevelt.edu/,45701,0,00174900,0.0592,0,0.0024,0.3318,4.82999992370605,23.4599990844726,14.0600004196167,62.7000007629394,0.4729,0.3169,3,NULL,1030,3,IL,2585,0.3942,0.6058,0.0329,0.0043,0.0418,0.1888,0.3246,0.0008,0.0248,0.0313,0.3509,41.876055,-87.624952,2024-06-13
0.8094,21.659727782,7440,River Forest,2,43227,39105049,0.6973578863,0.5074626866,24411,0,1,1,Dominican University,https://www.dom.edu/,56955,0,00175000,0.0469,0,0.0245,0.2184,3.75,12.1599998474121,18.6499996185302,72.5999984741211,0.4792,0.3835,3,30,1060,3,IL,2034,0.3112,0.6888,0.0143,0.0015,0.0275,0.0511,0.6406,0.0015,0.0084,0.0241,0.2311,41.902678,-87.823003,2024-06-13
NULL,27.674157303,11023,Chicago,2,NULL,652096000,0.7303370787,0.472972973,21988,0,0,1,Rush University,www.rushu.rush.edu/,84906,0,00980000,0,0,0,0,6.19000005722046,9.35000038146972,12.8999996185302,76.0699996948242,0.3654,0.6652,3,NULL,NULL,3,IL,118,0.2458,0.7542,0,0,0.0678,0.178,0.4746,0,0,0.0339,0.2458,41.874742,-87.668581,2024-06-13
NULL,25.902702703,7355,Peoria,2,NULL,NULL,0.8972972973,0.3684210526,15000,0,0,1,Saint Francis Medical Center College of Nursing,www.sfmccon.edu/,68077,0,00624000,0,0,0,0,1.02999997138977,4.90000009536743,1.57000005245208,92.3000030517578,0.2852,0.7872,3,30,NULL,3,IL,272,0.1544,0.8456,0.0257,0,0.0294,0.0221,0.011,0,0,0.0037,0.9081,40.701241,-89.590322,2024-06-13
0.6823,23.167130919,8128,Joliet,2,43586,22607586,0.6448467967,0.4237804878,21079,0,0,1,University of St Francis,https://www.stfrancis.edu/,60919,0,00166400,0.0568,0,0.0045,0.1636,2.17000007629394,10.3500003814697,8.43000030517578,82.0999984741211,0.3866,0.8636,3,30,1060,3,IL,1519,0.3101,0.6899,0.0355,0.0046,0.0369,0.0935,0.262,0.0013,0.0309,0.0191,0.5161,41.532225,-88.096057,2024-06-13
0.8479,21.661971831,7858,Chicago,2,40895,22786022,0.6649061033,0.493877551,22223,0,1,1,Saint Xavier University,https://www.sxu.edu/,55564,0,00176800,0.0609,0,0.0076,0.2314,2.07999992370605,20.8400001525878,12.0699996948242,69.1999969482422,0.5289,0.3342,3,30,NULL,3,IL,3087,0.3693,0.6307,0.0227,0.0006,0.0204,0.1192,0.4781,0.0003,0,0.0175,0.3411,41.707199,-87.714749,2024-06-13
0.7949,25.824757644,8352,Springfield,1,23892,17958234,0.5704697987,0.3624382208,19128,0,0,1,University of Illinois Springfield,www.uis.edu/,52925,0,00933300,0.0115,0,0.0214,0.2306,1.48000001907348,10,3.29999995231628,85.5899963378906,0.3497,0.6126,3,NULL,1140,3,IL,2441,0.4711,0.5289,0.0344,0.002,0.0377,0.1348,0.1094,0.0012,0.0246,0.0184,0.6374,39.729524,-89.616796,2024-06-13
NULL,23.904336735,6887,Dixon,1,13725,3752668,0.5905612245,0.4763271162,8250,0,0,2,Sauk Valley Community College,www.svcc.edu/,35874,0,00175200,0,0,0,0.0831,0.50999999046325,2.61999988555908,7.15000009536743,92.3099975585937,0.3377,0.463,1,NULL,NULL,1,IL,1076,0.3941,0.6059,0.0223,0.0019,0.0195,0.0344,0.1571,0,0.0019,0.0093,0.7537,41.817659,-89.596483,2024-06-13
NULL,23.518699187,7742,Ullin,1,13011,1164626,0.5967479675,0.4495238095,PrivacySuppressed,0,0,2,Shawnee Community College,www.shawneecc.edu/,28289,0,00769300,0,0,0,0.0207,0.49000000953674,20.4599990844726,1.88999998569488,76.9499969482422,0.3486,0.4024,1,NULL,NULL,1,IL,667,0.3388,0.6612,0,0.012,0.003,0.1709,0.0495,0.0015,0,0.021,0.7421,37.270198,-89.03352,2024-06-13
NULL,29.011614402,4327,Chicago,2,18980,122863,0.7386759582,0.6834733894,4423,0,1,1,St. Augustine College,www.staugustine.edu/,32284,0,02185400,0.3109,0,0,0.1244,5.09000015258789,16.6800003051757,44.1500015258789,50.1199989318847,0.6994,0.1268,2,NULL,NULL,2,IL,714,0.1821,0.8179,0.0014,0,0.0462,0.049,0.8445,0,0.0252,0.0154,0.0182,41.972414,-87.662806,2024-06-13
NULL,23.076023392,6629,Harrisburg,1,12529,4305419,0.5867446394,0.4285714286,PrivacySuppressed,0,0,2,Southeastern Illinois College,www.sic.edu/,31803,0,00175700,0,0,0,0.0344,0.25999999046325,3.45000004768371,1.42999994754791,94.4400024414062,0.2745,0.5679,1,NULL,NULL,2,IL,634,0.4401,0.5599,0.0268,0.0032,0.0047,0.0457,0.03,0,0.0016,0.0095,0.8785,37.75174,-88.436631,2024-06-13
NULL,23.171532847,6786,Canton,1,12013,3022160,0.596107056,0.417721519,PrivacySuppressed,0,0,2,Spoon River College,www.src.edu/,36442,0,00164300,0,0,0,0.0378,1.12999999523162,6.71999979019165,2.66000008583068,90.0800018310547,0.3398,0.4624,1,NULL,NULL,1,IL,821,0.3971,0.6029,0.0134,0.0061,0.0049,0.067,0.0499,0.0012,0,0.0024,0.8551,40.527991,-90.07233,2024-06-13
1,27.081967213,7525,Rockford,2,NULL,6317948,0.8524590164,0.4375,20000,0,0,1,Saint Anthony College of Nursing,https://www.sacn.edu/,71866,0,00998700,0,0,0,0,1.5900000333786,5.75,6.32999992370605,88.1299972534179,0.4,0.48,3,30,NULL,3,IL,189,0.1164,0.8836,0.0159,0,0.0529,0.0529,0.1746,0.0053,0.0106,0,0.6878,42.310147,-88.991968,2024-06-13
0.9515,22.183824929,7759,Carbondale,1,29247,150174329,0.4896289248,0.3525195024,21543,0,0,1,Southern Illinois University-Carbondale,https://siu.edu/,50562,0,00175800,0.1058,0.0497,0.002,0.1026,1.99000000953674,14.9200000762939,6.01000022888183,78.5999984741211,0.3455,0.819,3,NULL,1086,3,IL,7973,0.5175,0.4825,0.0334,0.0025,0.0188,0.1572,0.0976,0.0009,0.0227,0.0009,0.6661,37.714193,-89.217273,2024-06-13
0.9807,21.766168149,8825,Edwardsville,1,24338,27381215,0.5792239289,0.3068748645,20500,0,0,1,Southern Illinois University-Edwardsville,www.siue.edu/,54293,0,00175900,0.0498,0.1032,0.0079,0.1601,1.01999998092651,10.369999885559,2.34999990463256,86.3099975585937,0.3166,0.7163,3,NULL,1072,3,IL,9903,0.4267,0.5733,0.0374,0.0016,0.0241,0.143,0.0561,0.0009,0.0193,0.0164,0.7012,38.793949,-89.997779,2024-06-13
NULL,24.545640606,7961,South Holland,1,10814,NULL,0.6655751126,0.4489795918,PrivacySuppressed,0,0,2,South Suburban College,https://www.ssc.edu/,30738,0,00176900,0.0017,0.0017,0,0.017,0.73000001907348,59.1800003051757,8.28999996185302,34.0999984741211,0.3119,0.3656,2,NULL,NULL,2,IL,2032,0.2972,0.7028,0.032,0.003,0.0143,0.5738,0.2126,0.001,0.002,0.0157,0.1457,41.606427,-87.619123,2024-06-13
0.7624,24.575364668,7232,Palos Heights,2,38493,13010763,0.6888168558,0.3290909091,25009,0,0,1,Trinity Christian College,www.trnty.edu/,52079,0,00177100,0.2458,0,0.01,0.1927,2.35999989509582,11.2299995422363,7.34000015258789,81.5199966430664,0.332,0.5315,3,42,1122,3,IL,832,0.3522,0.6478,0.0036,0.0048,0.0144,0.125,0.2031,0.0024,0.0625,0.0084,0.5757,41.667687,-87.783973,2024-06-13
0.9142,26.555335968,5877,Deerfield,2,47164,40172540,0.4308300395,0.2960526316,26082,0,0,1,Trinity International University-Illinois,https://www.tiu.edu/,44008,0,00177200,0.037,0,0.0074,0.1407,3.08999991416931,15.9499998092651,13.9300003051757,74.370002746582,0.3497,0.5091,3,38,1038,3,IL,476,0.5987,0.4013,0.0336,0.0021,0.0231,0.2122,0.1555,0,0.0441,0.0567,0.4727,42.197945,-87.880851,2024-06-13
NULL,23.500610874,8044,River Grove,1,11281,366349,0.6175931582,0.5382794002,9413,0,1,2,Triton College,www.triton.edu/,40896,0,00177300,0,0,0,0.0254,2.86999988555908,31.5300006866455,20.1900005340576,53.5299987792968,0.2453,0.2794,2,NULL,NULL,2,IL,6500,0.4829,0.5171,0.0194,0.0006,0.0266,0.1362,0.4502,0.0012,0.0142,0.0689,0.2828,41.916082,-87.841056,2024-06-13
NULL,23.686705599,10352,Sugar Grove,1,9498,5470271,0.5781518379,0.4935173568,7000,0,1,2,Waubonsee Community College,https://www.waubonsee.edu/,41917,0,00693100,0.0006,0.0062,0,0.0493,1.77999997138977,7.53000020980835,18.4599990844726,80.5599975585937,0.2495,0.2283,2,NULL,NULL,2,IL,5591,0.4346,0.5654,0.029,0.0025,0.0324,0.0764,0.3915,0.0002,0,0.0057,0.4624,41.795955,-88.459925,2024-06-13
NULL,28.418079096,8090,Oak Brook,2,NULL,7772844,0.8079096045,0.4575892857,25000,0,1,1,Oak Point University,https://oakpoint.edu/,84630,0,02214100,0,0,0,0,5.15999984741211,19.1100006103515,20.2700004577636,62.8800010681152,0.5022,0.8696,3,NULL,NULL,3,IL,506,0.1858,0.8142,0.0178,0.002,0.17,0.2055,0.3043,0.0079,0,0.0198,0.2727,41.90748,-87.685291,2024-06-13
0.7248,21.565811556,9079,Macomb,1,25774,63570086,0.5614960441,0.3770755222,25251,0,0,1,Western Illinois University,www.wiu.edu/,52612,0,00178000,0.0552,0.0156,0.0039,0.1339,2.29999995231628,7.73999977111816,6.01999998092651,85.9300003051757,0.4527,0.8772,3,NULL,NULL,3,IL,5268,0.4364,0.5636,0.0289,0.0015,0.0123,0.2111,0.1262,0.0013,0.0222,0.0163,0.5801,40.468086,-90.686899,2024-06-13
0.8625,19.610803324,9425,Wheaton,2,51664,502044363,0.527700831,PrivacySuppressed,23250,0,0,1,Wheaton College,www.wheaton.edu/,60007,0,00178100,0.0572,0.0173,0.0295,0.1109,3.86999988555908,5.03000020980835,6.65000009536743,86.1299972534179,0.2181,0.6798,3,88,1351,3,IL,2301,0.4494,0.5506,0.0613,0.0004,0.1034,0.0248,0.0704,0.0013,0.0365,0.007,0.6949,41.870176,-88.099643,2024-06-13
NULL,23.724360566,10699,Palatine,1,12976,4446130,0.5768562205,0.4722625617,10184,0,1,2,William Rainey Harper College,https://www.harpercollege.edu/index.php,46688,0,00396100,0.0031,0.0077,0,0.116,9.10999965667724,5.78999996185302,12.9499998092651,77.8499984741211,0.2123,0.2893,1,NULL,NULL,1,IL,9111,0.4458,0.5542,0.0267,0.0025,0.1291,0.0452,0.2963,0,0.0081,0.0143,0.4778,42.081829,-88.072811,2024-06-13
0.6245,21.994571118,6295,Anderson,2,46132,35109000,0.5635179153,0.2316513761,27000,0,0,1,Anderson University,https://anderson.edu/,45222,0,00178500,0.107,0.0329,0.0082,0.1811,1.00999999046325,5.3600001335144,2.51999998092651,91.0899963378906,0.3593,1,3,57,1070,3,IN,1137,0.4591,0.5409,0.0536,0.0026,0.0106,0.08,0.058,0.0018,0.0062,0.0325,0.7546,40.112768,-85.664315,2024-06-13
0.6817,20.629952896,7884,Muncie,1,24343,213227079,0.5982266556,0.2772175946,23250,0,0,1,Ball State University,https://www.bsu.edu/,49177,0,00178600,0.1105,0,0.0009,0.2028,0.99000000953674,5.55999994277954,2.6800000667572,90.8600006103515,0.3395,0.8141,3,NULL,1124,3,IN,13896,0.3864,0.6136,0.0393,0.0014,0.0184,0.0959,0.0682,0.0008,0.0058,0.012,0.7581,40.203431,-85.409043,2024-06-13
0.9792,24.841352406,5835,Mishawaka,2,41114,9642344,0.6631989597,0.3245125348,25000,0,0,1,Bethel University,www.betheluniversity.edu/,48166,0,00178700,0.1083,0.0167,0.0333,0.1833,1.29999995231628,6.3600001335144,5.03999996185302,87.5299987792968,0.3799,0.9873,3,87,NULL,3,IN,1144,0.3671,0.6329,0.049,0.0017,0.0253,0.0918,0.1023,0,0.049,0.0079,0.6731,41.678399,-86.194686,2024-06-13
0.8055,19.714285714,9053,Indianapolis,2,62950,216806000,0.6011042098,0.1295116773,26000,0,0,1,Butler University,www.butler.edu/,72865,0,00178800,0.1044,0.0022,0.009,0.2985,1.76999998092651,5.75,3.49000000953674,89.5599975585937,0.1407,1,3,NULL,1278,3,IN,4388,0.4043,0.5957,0.0371,0.0014,0.0376,0.0374,0.0634,0,0.0084,0.005,0.8097,39.8374,-86.172167,2024-06-13
NULL,24.577720207,5780,Whiting,2,27153,4474425,0.5025906736,0.5182926829,21534,0,1,1,Calumet College of Saint Joseph,www.ccsj.edu/,46475,0,00183400,0.0536,0,0,0.2589,0.75,27.2399997711181,14.0600004196167,63.6500015258789,0.4823,0.2637,3,30,NULL,3,IN,522,0.5498,0.4502,0.0192,0.0019,0.0096,0.2797,0.3716,0,0.0019,0,0.3161,41.671008,-87.494123,2024-06-13
0.6467,19.544861338,9317,Greencastle,2,67574,692896381,0.5024469821,0.1635111876,27000,0,0,1,DePauw University,www.depauw.edu/,66577,0,00179200,0.0423,0.0201,0.004,0.006,2.40000009536743,8.26000022888183,5.21000003814697,85.0999984741211,0.1821,0.8352,3,NULL,1293,3,IN,1708,0.4959,0.5041,0.0281,0,0.0269,0.0574,0.0878,0,0.1704,0.0076,0.6218,39.640904,-86.860363,2024-06-13
0.6908,19.548387097,7408,Richmond,2,61735,380029047,0.5752688172,0.2262569832,23488,0,0,1,Earlham College,https://earlham.edu/,45931,0,00179300,0,0,0.0087,0.1391,2.89000010490417,10.0500001907348,5.17999982833862,82.4899978637695,0.3057,0.9541,3,65,1259,3,IN,653,0.4564,0.5436,0.0505,0,0.0245,0.0766,0.0934,0,0.1991,0.0168,0.5391,39.823431,-84.915037,2024-06-13
0.7495,20.501925546,8679,Evansville,2,52225,136842286,0.6136071887,0.2745901639,24606,0,0,1,University of Evansville,https://www.evansville.edu/,51987,0,00179500,0.0763,0.1094,0.0356,0.1476,1.25,5.32999992370605,3.22000002861023,90.5400009155273,0.2126,0.9693,3,71,1179,3,IN,1554,0.3893,0.6107,0.0373,0.0019,0.029,0.0367,0.0457,0,0.0714,0.0064,0.7716,37.971549,-87.531644,2024-06-13
0.9465,19.87283237,6630,Franklin,2,47871,83786190,0.4662813102,0.2937625755,27000,0,0,1,Franklin College,www.franklincollege.edu/,52038,0,00179800,0.0699,0.0269,0.0269,0.1505,0.75999999046325,4,2.29999995231628,93.0899963378906,0.3817,0.7358,3,52,1092,3,IN,880,0.5386,0.4614,0.042,0.0011,0.017,0.0534,0.0466,0,0.0068,0.0068,0.8261,39.478298,-86.047182,2024-06-13
0.9285,23.461538462,5981,Goshen,2,44979,111151366,0.6706730769,0.3689839572,22974,0,1,1,Goshen College,www.goshen.edu/,48025,0,00179900,0.0417,0.0104,0.0052,0.1302,1.39999997615814,3.56999993324279,7.40999984741211,89.0999984741211,0.3349,0.6,3,69,1163,3,IN,725,0.3917,0.6083,0.0179,0.0028,0.0221,0.0441,0.28,0.0014,0.1021,0.0441,0.4855,41.563582,-85.827795,2024-06-13
0.8316,22.888888889,7521,Winona Lake,2,38720,18612354,0.6288659794,0.2814009662,19500,0,0,1,Grace College and Theological Seminary,www.grace.edu/,45507,0,00180000,0.1188,0.0083,0.0055,0.2403,1.12000000476837,3.23000001907348,5.03000020980835,91.4100036621093,0.3048,0.9661,3,28,1123,3,IN,1426,0.3899,0.6101,0.0295,0.0007,0.0175,0.0386,0.082,0.0007,0.0295,0.014,0.7875,41.22595,-85.814228,2024-06-13
0.7279,19.609053498,8304,Hanover,2,53520,141267861,0.5308641975,0.2532188841,25250,0,0,1,Hanover College,www.hanover.edu/,51346,0,00180100,0.0505,0.0229,0.0092,0.0275,1.90999996662139,4.82000017166137,2.70000004768371,90.6100006103515,0.292,0.7483,3,66,1264,3,IN,1000,0.488,0.512,0.045,0.005,0.003,0.051,0.032,0,0.042,0.051,0.771,38.715642,-85.460051,2024-06-13
0.8594,21.069078947,5822,Notre Dame,2,46064,6725944,0.4013157895,0.2881944444,24000,0,0,1,Holy Cross College,www.hcc-nd.edu/,48030,0,00726300,0.0222,0,0,0.1852,2.80999994277954,7.57999992370605,5.67999982833862,84.9199981689453,0.2923,0.4366,3,30,1294,3,IN,445,0.5551,0.4449,0.0607,0.0045,0.0067,0.0517,0.218,0,0.0562,0.0337,0.5685,41.698996,-86.253822,2024-06-13
0.7877,21.992874109,6946,Huntington,2,38236,28949830,0.6627078385,0.3109452736,25576,0,0,1,Huntington University,www.huntington.edu/,40979,0,00180300,0.0905,0,0,0.1312,0.75999999046325,2.25,2.25999999046325,94.7399978637695,0.3243,1,3,84,1108,3,IN,1002,0.4042,0.5958,0.0469,0.005,0.019,0.0409,0.0579,0.005,0.0319,0,0.7934,40.898152,-85.497317,2024-06-13
NULL,25.871937395,5894,Indianapolis,1,13172,39648110,0.6276603525,0.4803693206,10727,0,0,2,Ivy Tech Community College,www.ivytech.edu/,35122,0,00991700,0.0336,0.0014,0,0.1691,1.33000004291534,20.3799991607666,3.24000000953674,74.9800033569336,0.2574,0.3276,1,NULL,NULL,1,IN,51522,0.4227,0.5773,0.0446,0.0043,0.0218,0.1357,0.0474,0.0016,0,0.0466,0.698,39.803753,-86.158213,2024-06-13
0.832,21.684561892,6259,Fort Wayne,1,18756,58526183,0.5872044506,0.3519736842,21500,0,0,1,Purdue University Fort Wayne,www.pfw.edu/,44374,0,00182800,0.1155,0.0404,0.0097,0.1914,1.03999996185302,6.17000007629394,3.63000011444091,89.3399963378906,0.2956,0.9619,3,NULL,1114,3,IN,5708,0.5077,0.4923,0.0441,0.0016,0.0501,0.066,0.0888,0.0009,0.0277,0.0021,0.7186,41.117278,-85.108962,2024-06-13
0.8361,22.085192487,8700,Indianapolis,1,21348,1722778403,0.609940853,0.3508614903,20000,0,0,1,Indiana University-Purdue University-Indianapolis,www.iupui.edu/,50477,0,00181300,0.0379,0.0605,0.0053,0.1814,1.3400000333786,10.8599996566772,3.04999995231628,84.8899993896484,0.3466,0.5338,3,NULL,1152,3,IN,18707,0.4061,0.5939,0.0522,0.0007,0.0627,0.0996,0.1173,0.0003,0.0278,0.0037,0.6356,39.772948,-86.172217,2024-06-13
0.7785,21.897593204,7756,Indianapolis,2,46267,109460594,0.6753185465,0.3181126332,26864,0,0,1,University of Indianapolis,https://uindy.edu/,50418,0,00180400,0.0454,0.0127,0.0042,0.2563,1.17999994754791,8.77999973297119,3.24000000953674,87.0800018310547,0.3828,1,3,71,NULL,3,IN,3954,0.3619,0.6381,0.0367,0.001,0.0311,0.1229,0.09,0.0008,0.069,0.0271,0.6214,39.709571,-86.133969,2024-06-13
0.6501,30.794661863,8398,Fort Wayne,2,41167,49635134,0.6610447028,0.5330149502,26391,0,0,1,Indiana Institute of Technology,www.indianatech.edu/,48091,0,00180500,0.0102,0.2799,0,0.2491,1.25999999046325,13.4099998474121,4.19999980926513,81.3600006103515,0.3871,1,3,NULL,NULL,3,IN,1380,0.6007,0.3993,0.0493,0.0058,0.029,0.1696,0.0529,0.0043,0.0884,0.0341,0.5667,41.078365,-85.116479,2024-06-13
0.9641,21.177040517,7506,Evansville,1,19946,125968566,0.6409277745,0.354708798,20105,0,0,1,University of Southern Indiana,www.usi.edu/,44224,0,00180800,0.0626,0.0554,0.0096,0.1547,0.63999998569488,5.57000017166137,1.83000004291534,91.8600006103515,0.2399,1,3,NULL,1139,3,IN,6031,0.35,0.65,0.0303,0.001,0.0194,0.0365,0.0386,0.0012,0.0154,0.0033,0.8543,37.962374,-87.677214,2024-06-13
0.9368,22.284472673,7592,Terre Haute,1,23079,63270000,0.5856593682,0.3619030325,24000,0,0,1,Indiana State University,https://www.indstate.edu/,45531,0,00180700,0.0804,0.0043,0.0082,0.1815,0.91000002622604,7.84999990463257,2.65000009536743,88.6500015258789,0.3829,0.737,3,NULL,NULL,3,IN,7653,0.4358,0.5642,0.0405,0.0022,0.0175,0.146,0.0614,0.0016,0.0146,0.0057,0.7104,39.469073,-87.407846,2024-06-13
0.9035,24.432778489,6497,Kokomo,1,11659,8837479,0.6779769526,0.4026243094,16961,0,0,1,Indiana University-Kokomo,www.iuk.edu/,43073,0,00181400,0.0608,0,0.0017,0.1774,0.79000002145767,4,2.48000001907348,92.5299987792968,0.3574,0.5476,3,NULL,1096,3,IN,2612,0.3518,0.6482,0.0413,0.0008,0.0172,0.0459,0.0808,0,0.0088,0.0061,0.799,40.460062,-86.132048,2024-06-13
0.8894,22.313692946,6622,South Bend,1,15126,23011771,0.6282157676,0.4102216192,21355,0,0,1,Indiana University-South Bend,https://iusb.edu/,40816,0,00181600,0.0934,0,0.0051,0.1957,1.0900000333786,7.96000003814697,5.38999986648559,85.9100036621093,0.3929,0.6084,3,NULL,1085,3,IN,3791,0.3506,0.6494,0.0541,0.0011,0.0214,0.0812,0.1612,0.0003,0.0259,0.005,0.65,41.665324,-86.221991,2024-06-13
